measurementSiteReference,startLocatieForDisplayLat,startLocatieForDisplayLong,ROADNUMBER,Rijksweg
GEO01_Z_RWSTI527,51.477,3.93241,A58,58
GEO01_Z_RWSTI528,51.4782,3.92232,A58,58
GEO01_Z_RWSTI529,51.4796,3.90758,A58,58
GEO01_Z_RWSTI530,51.4803,3.89309,A58,58
GEO01_Z_RWSTI531,51.4827,3.87425,A58,58
GEO01_Z_RWSTI532,51.4827,3.87425,A58,58
GEO01_Z_RWSTI533,51.4851,3.85276,A58,58
GEO01_Z_RWSTI534,51.4858,3.83774,A58,58
GEO01_Z_RWSTI535,51.4847,3.82623,A58,58
GEO01_Z_RWSTI536,51.485,3.80418,A58,58
GEO01_Z_RWSTI537,51.4888,3.79527,A58,58
GEO01_Z_RWSTI538,51.4894,3.79416,A58,58
GEO01_Z_RWSTI539,51.4894,3.79416,A58,58
GEO01_Z_RWSTI540,51.4953,3.78311,A58,58
GEO01_Z_RWSTI541,51.4986,3.7699,A58,58
GEO01_Z_RWSTI542,51.4999,3.75412,A58,58
GEO01_Z_RWSTI543,51.5005,3.74109,A58,58
GEO01_Z_RWSTI544,51.5021,3.72842,A58,58
GEO01_Z_RWSTI545,51.5033,3.70114,A58,58
GEO01_Z_RWSTI546,51.5022,3.68696,A58,58
GEO01_Z_RWSTI547,51.4972,3.67727,A58,58
GEO01_Z_RWSTI548,51.4979,3.67876,A58,58
GEO01_Z_RWSTI549,51.4967,3.67661,A58,58
GEO01_Z_RWSTI550,51.4914,3.66764,A58,58
GEO01_Z_RWSTI551,51.486,3.658,A58,58
GEO01_Z_RWSTI552,51.4839,3.655,A58,58
GEO01_Z_RWSTI553,51.4821,3.65283,A58,58
GEO01_Z_RWSTI554,51.4804,3.64898,A58,58
GEO01_Z_RWSTI555,51.4799,3.6478,A58,58
GEO01_Z_RWSTI556,51.4786,3.64217,A58,58
GEO01_Z_RWSTI557,51.4783,3.63863,A58,58
GEO01_Z_RWSTI558,51.4771,3.63666,A58,58
GEO01_Z_RWSTI559,51.4736,3.62323,A58,58
GEO01_Z_RWSTI560,51.4679,3.61501,A58,58
GEO01_Z_RWSTI561,51.4631,3.61183,A58,58
GEO01_Z_RWSTI562,51.4594,3.60527,A58,58
GEO01_Z_RWSTI568,51.4572,3.5996,A58,58
GEO01_Z_RWSTI569,51.4594,3.60576,A58,58
GEO01_Z_RWSTI570,51.4597,3.60626,A58,58
GEO01_Z_RWSTI571,51.4629,3.61245,A58,58
GEO01_Z_RWSTI572,51.4679,3.61501,A58,58
GEO01_Z_RWSTI573,51.4736,3.62323,A58,58
GEO01_Z_RWSTI574,51.4754,3.63433,A58,58
GEO01_Z_RWSTI575,51.4759,3.63384,A58,58
GEO01_Z_RWSTI576,51.4757,3.63482,A58,58
GEO01_Z_RWSTI577,51.4796,3.6479,A58,58
GEO01_Z_RWSTI578,51.4806,3.65227,A58,58
GEO01_Z_RWSTI580,51.4808,3.65132,A58,58
GEO01_Z_RWSTI581,51.4914,3.66764,A58,58
GEO01_Z_RWSTI582,51.496,3.67651,A58,58
GEO01_Z_RWSTI583,51.4971,3.67836,A58,58
GEO01_Z_RWSTI584,51.4971,3.67836,A58,58
GEO01_Z_RWSTI585,51.5022,3.68696,A58,58
GEO01_Z_RWSTI586,51.5033,3.70114,A58,58
GEO01_Z_RWSTI587,51.5021,3.72842,A58,58
GEO01_Z_RWSTI588,51.5005,3.74109,A58,58
GEO01_Z_RWSTI589,51.4999,3.75412,A58,58
GEO01_Z_RWSTI590,51.4986,3.7699,A58,58
GEO01_Z_RWSTI591,51.4953,3.78311,A58,58
GEO01_Z_RWSTI592,51.4875,3.79645,A58,58
GEO01_Z_RWSTI593,51.4883,3.79471,A58,58
GEO01_Z_RWSTI594,51.4867,3.79799,A58,58
GEO01_Z_RWSTI595,51.485,3.80417,A58,58
GEO01_Z_RWSTI596,51.4847,3.82623,A58,58
GEO01_Z_RWSTI597,51.4858,3.83774,A58,58
GEO01_Z_RWSTI598,51.4851,3.85276,A58,58
GEO01_Z_RWSTI599,51.4821,3.87339,A58,58
GEO01_Z_RWSTI600,51.4822,3.87324,A58,58
GEO01_Z_RWSTI601,51.4803,3.89312,A58,58
GEO01_Z_RWSTI603,51.4782,3.92232,A58,58
GEO01_Z_RWSTI604,51.4759,3.93342,A58,58
GEO01_Z_RWSTI605,51.4764,3.93407,A58,58
GEO01_Z_RWSTI606,51.476,3.93628,A58,58
GEO01_Z_RWSTI607,51.4729,3.94826,A58,58
GEO01_Z_RWSTI608,51.4697,3.95844,A58,58
GEO01_Z_RWSTI609,51.4658,3.97138,A58,58
GEO01_Z_RWSTI610,51.4653,3.97568,A58,58
GEO01_Z_RWSTI611,51.4667,3.99936,A58,58
GEO01_Z_RWSTI612,51.4666,4.01393,A58,58
GEO01_Z_RWSTI613,51.4618,4.0269,A58,58
GEO01_Z_RWSTI614,51.4618,4.0269,A58,58
GEO01_Z_RWSTI615,51.4607,4.02816,A58,58
GEO01_Z_RWSTI616,51.4542,4.0368,A58,58
GEO01_Z_RWSTI617,51.4483,4.04765,A58,58
GEO01_Z_RWSTI618,51.4424,4.05851,A58,58
GEO01_Z_RWSTI619,51.437,4.06638,A58,58
GEO01_Z_RWSTI620,51.4369,4.06599,A58,58
GEO01_Z_RWSTI621,51.429,4.08159,A58,58
GEO01_Z_RWSTI622,51.4242,4.09224,A58,58
GEO01_Z_RWSTI623,51.4194,4.11608,A58,58
GEO01_Z_RWSTI624,51.419,4.11758,A58,58
GEO01_Z_RWSTI625,51.4197,4.13398,A58,58
GEO01_Z_RWSTI626,51.4201,4.14615,A58,58
GEO01_Z_RWSTI627,51.4222,4.16988,A58,58
GEO01_Z_RWSTI628,51.4232,4.18397,A58,58
GEO01_Z_RWSTI629,51.4235,4.18699,A58,58
GEO01_Z_RWSTI630,51.4231,4.18984,A58,58
GEO01_Z_RWSTI631,51.4247,4.20118,A58,58
GEO01_Z_RWSTI632,51.4259,4.21129,A58,58
GEO01_Z_RWSTI633,51.4274,4.22678,A58,58
GEO01_Z_RWSTI634,51.4282,4.23817,A58,58
GEO01_Z_RWSTI635,51.4293,4.25678,A58,58
GEO01_Z_RWSTI636,51.4301,4.26685,A58,58
GEO01_Z_RWSTI637,51.4316,4.27951,A58,58
GEO01_Z_RWSTI638,51.4984,4.31297,A58,58
GEO01_Z_RWSTI639,51.5004,4.3255,A58,58
GEO01_Z_RWSTI640,51.5,4.32331,A58,58
GEO01_Z_RWSTI641,51.502,4.3353,A58,58
GEO01_Z_RWSTI642,51.5044,4.34807,A58,58
GEO01_Z_RWSTI644,51.5074,4.37716,A58,58
GEO01_Z_RWSTI648,51.5085,4.40635,A58,58
GEO01_Z_RWSTI649,51.5144,4.41704,A58,58
GEO01_Z_RWSTI650,51.5224,4.42427,A58,58
GEO01_Z_RWSTI651,51.5252,4.46115,A58,58
GEO01_Z_RWSTI652,51.5277,4.45182,A58,58
GEO01_Z_RWSTI653,51.5253,4.46984,A58,58
GEO01_Z_RWSTI654,51.5404,4.49178,A58,58
GEO01_Z_RWSTI655,51.5421,4.50001,A58,58
GEO01_Z_RWSTI656,51.5476,4.5274,A58,58
GEO01_Z_RWSTI657,51.5539,4.56064,A58,58
GEO01_Z_RWSTI658,51.5604,4.59204,A58,58
GEO01_Z_RWSTI659,51.5532,4.61738,A58,58
GEO01_Z_RWSTI660,51.5527,4.62727,A58,58
GEO01_Z_RWSTI661,51.555,4.64135,A58,58
GEO01_Z_RWSTI662,51.559,4.65427,A58,58
GEO01_Z_RWSTI664,51.5618,4.6576,A58,58
GEO01_Z_RWSTI665,51.5677,4.66266,A58,58
GEO01_Z_RWSTI666,51.5711,4.66766,A58,58
GEO01_Z_RWSTI667,51.5734,4.67901,A58,58
GEO01_Z_RWSTI668,51.5741,4.69277,A58,58
GEO01_Z_RWSTI1507,51.486,3.658,A58,58
GEO01_Z_RWSTI1508,51.5027,3.71422,A58,58
GEO01_Z_RWSTI1509,51.4796,3.90758,A58,58
GEO01_Z_RWSTI1510,51.4656,3.98535,A58,58
GEO01_Z_RWSTI1610,51.4657,3.9831,A58,58
GEO01_Z_RWSTI1611,51.5029,3.71423,A58,58
GEO01_Z_RWSTI1612,51.4597,3.60556,A58,58
GEO01_Z_RWSTI2179,51.4234,4.0929,A58,58
RWS01_MONICA_00D03B07F035D0050005,51.6973,4.3958,A59,59
RWS01_MONICA_00D03B07F035D0050009,51.6973,4.3958,A59,59
RWS01_MONICA_00D03B0A542888200007,51.632,4.5354,A59,59
RWS01_MONICA_00D03B0A641ED0070007,51.6357,4.54669,A59,59
RWS01_MONICA_00D03B0DC85F90200005,51.6498,4.68961,A59,59
RWS01_MONICA_00D03B0DD800D0050005,51.6452,4.69098,A59,59
RWS01_MONICA_00D03B0DE04690200005,51.6461,4.69464,A59,59
RWS01_MONICA_00D03B0DE04BD0070007,51.6458,4.69478,A59,59
RWS01_MONICA_00D03B0DE04BD007000B,51.6458,4.69478,A59,59
RWS01_MONICA_00D03B0DE050D0050005,51.6459,4.6948,A59,59
RWS01_MONICA_00D03B0E004BD0050005,51.6482,4.70571,A59,59
RWS01_MONICA_00D03B0E004BD0050009,51.6482,4.70571,A59,59
RWS01_MONICA_00D03B0E004BD0070007,51.6481,4.70575,A59,59
RWS01_MONICA_00D03B0E004BD007000B,51.6481,4.70575,A59,59
RWS01_MONICA_00D03B0E185FD0050005,51.6499,4.71425,A59,59
RWS01_MONICA_00D03B0E185FD0050009,51.6499,4.71425,A59,59
RWS01_MONICA_00D03B0E2832D0050005,51.6507,4.71918,A59,59
RWS01_MONICA_00D03B0E2832D0050009,51.6507,4.71918,A59,59
RWS01_MONICA_00D03B0E2832D0070007,51.6506,4.71923,A59,59
RWS01_MONICA_00D03B0E2832D007000B,51.6506,4.71923,A59,59
RWS01_MONICA_00D03B0E342DD0050005,51.6513,4.72333,A59,59
RWS01_MONICA_00D03B0E342DD0050009,51.6513,4.72333,A59,59
RWS01_MONICA_00D03B0E5000D0050005,51.6527,4.73253,A59,59
RWS01_MONICA_00D03B0E5000D0050009,51.6527,4.73253,A59,59
RWS01_MONICA_00D03B0E5000D0070007,51.6526,4.73257,A59,59
RWS01_MONICA_00D03B0E5000D007000B,51.6526,4.73257,A59,59
RWS01_MONICA_00D03B0F5C14D0050005,51.6747,4.82222,A59,59
RWS01_MONICA_00D03B0F5C14D0050009,51.6747,4.82222,A59,59
RWS01_MONICA_00D03B0F5C14D0070007,51.6746,4.82233,A59,59
RWS01_MONICA_00D03B0F5C14D007000B,51.6746,4.82233,A59,59
RWS01_MONICA_00D03B0FFC4BD0050005,51.6862,4.87777,A59,59
RWS01_MONICA_00D03B0FFC4BD0050009,51.6862,4.87777,A59,59
RWS01_MONICA_00D03B0FFC5AD0070007,51.6861,4.87808,A59,59
RWS01_MONICA_00D03B0FFC5AD007000B,51.6861,4.87808,A59,59
RWS01_MONICA_00D03B14F405D0070007,51.7205,5.3144,A59,59
RWS01_MONICA_00D03B14F405D007000B,51.7205,5.3144,A59,59
RWS01_MONICA_00D03B15DC00D0050005,51.6978,5.35163,A59,59
RWS01_MONICA_00D03B15DC00D0050009,51.6978,5.35163,A59,59
RWS01_MONICA_00D03B15FC37D0050005,51.7019,5.36141,A59,59
RWS01_MONICA_00D03B15FC37D0050009,51.7019,5.36141,A59,59
RWS01_MONICA_00D03B15FC37D0050105,51.7019,5.36141,A59,59
RWS01_MONIBAS_0590vws0882ra,51.6498,4.68961,A59,59
RWS01_MONIBAS_0590vws0888ra,51.6461,4.69464,A59,59
RWS01_MONIBAS_0590vws1399ra,51.7001,5.35224,A59,59
RWS01_MONIBAS_0590vwt1345ra,51.7216,5.31989,A59,59
RWS01_MONIBAS_0590vwt1348ra,51.7219,5.32524,A59,59
RWS01_MONIBAS_0591hrl0886ra,51.6452,4.69098,A59,59
RWS01_MONIBAS_0591hrl0888ra,51.6459,4.6948,A59,59
RWS01_MONIBAS_0591hrl0893ra,51.6474,4.70152,A59,59
RWS01_MONIBAS_0591hrl0896ra,51.6482,4.70571,A59,59
RWS01_MONIBAS_0591hrl0902ra,51.6499,4.71425,A59,59
RWS01_MONIBAS_0591hrl0906ra,51.6507,4.71918,A59,59
RWS01_MONIBAS_0591hrl0909ra,51.6513,4.72333,A59,59
RWS01_MONIBAS_0591hrl0925ra,51.6546,4.74519,A59,59
RWS01_MONIBAS_0591hrl0934ra,51.6564,4.7579,A59,59
RWS01_MONIBAS_0591hrl0943ra,51.6593,4.76996,A59,59
RWS01_MONIBAS_0591hrl0953ra,51.6642,4.78225,A59,59
RWS01_MONIBAS_0591hrl0963ra,51.6683,4.79483,A59,59
RWS01_MONIBAS_0591hrl0972ra,51.6713,4.80755,A59,59
RWS01_MONIBAS_0591hrl0994ra,51.678,4.83687,A59,59
RWS01_MONIBAS_0591hrl1001ra,51.6801,4.84648,A59,59
RWS01_MONIBAS_0591hrl1006ra,51.6818,4.85431,A59,59
RWS01_MONIBAS_0591hrl1017ra,51.6847,4.86914,A59,59
RWS01_MONIBAS_0591hrl1026ra,51.687,4.88134,A59,59
RWS01_MONIBAS_0591hrl1399ra,51.6978,5.35163,A59,59
RWS01_MONIBAS_0591hrl1402ra,51.6991,5.35628,A59,59
RWS01_MONIBAS_0591hrl1402rb,51.6991,5.35628,A59,59
RWS01_MONIBAS_0591hrl1405ra,51.7008,5.35944,A59,59
RWS01_MONIBAS_0591hrl1405rb,51.7008,5.35944,A59,59
RWS01_MONIBAS_0591hrl1407ra,51.7019,5.36141,A59,59
RWS01_MONIBAS_0591hrl1415ra,51.7061,5.37156,A59,59
RWS01_MONIBAS_0591hrr0888ra,51.6458,4.69478,A59,59
RWS01_MONIBAS_0591hrr0896ra,51.6481,4.70575,A59,59
RWS01_MONIBAS_0591hrr0906ra,51.6506,4.71923,A59,59
RWS01_MONIBAS_0591hrr0925ra,51.6544,4.74522,A59,59
RWS01_MONIBAS_0591hrr0934ra,51.6563,4.75796,A59,59
RWS01_MONIBAS_0591hrr0943ra,51.6592,4.7701,A59,59
RWS01_MONIBAS_0591hrr0953ra,51.6641,4.78233,A59,59
RWS01_MONIBAS_0591hrr0963ra,51.6683,4.79491,A59,59
RWS01_MONIBAS_0591hrr0973ra,51.6714,4.80855,A59,59
RWS01_MONIBAS_0591hrr0994ra,51.6779,4.83694,A59,59
RWS01_MONIBAS_0591hrr1001ra,51.68,4.84648,A59,59
RWS01_MONIBAS_0591hrr1006ra,51.6817,4.85436,A59,59
RWS01_MONIBAS_0591hrr1017ra,51.6846,4.86915,A59,59
RWS01_MONIBAS_0591hrr1022ra,51.6856,4.87544,A59,59
RWS01_MONIBAS_0591hrr1022rb,51.6856,4.87544,A59,59
RWS01_MONIBAS_0591hrr1322ra,51.7166,5.28808,A59,59
RWS01_MONIBAS_0591hrr1327ra,51.7177,5.2957,A59,59
RWS01_MONIBAS_0591hrr1332ra,51.7185,5.3017,A59,59
RWS01_MONIBAS_0591hrr1336ra,51.7193,5.30741,A59,59
RWS01_MONIBAS_0591hrr1341ra,51.7205,5.3144,A59,59
RWS01_MONIBAS_0591hrr1345ra,51.7217,5.31969,A59,59
RWS01_MONIBAS_0591hrr1348ra,51.7227,5.32456,A59,59
RWS01_MONIBAS_0591hrr1407ra,51.7019,5.36172,A59,59
RWS01_MONICA_10D03B148405D0070007,51.7143,5.27526,A59,59
RWS01_MONICA_10D03B148405D007000B,51.7143,5.27526,A59,59
RWS01_MONICA_10D03B149800D0070007,51.7158,5.28197,A59,59
RWS01_MONICA_10D03B149800D007000B,51.7158,5.28197,A59,59
GEO01_Z_RWSTIN079,51.6744,3.8682,N59,59
GEO01_Z_RWSTIN068,51.6987,4.19941,N59,59
GEO02_Z_RWSTIN064,51.6984,4.20377,N59,59
GEO01_Z_RWSTIN050,51.6997,3.80973,N59,59
GEO01_Z_RWSTIN080,51.6804,3.86111,N59,59
GEO01_Z_RWSTIN061,51.6686,4.09566,N59,59
GEO01_Z_RWSTIN071,51.6662,4.09219,N59,59
GEO01_Z_RWSTIN056,51.6502,3.94396,N59,59
GEO01_Z_RWSTIN076,51.6504,3.94281,N59,59
GEO02_Z_RWSTIN066,51.7007,4.38467,N59,59
GEO01_R_RWSTI4081,51.6988,4.39144,A59,59
GEO02_R_RWSTI4082,51.6988,4.39144,N59,59
GEO01_Z_RWSTIN058,51.6536,4.02891,N59,59
GEO01_Z_RWSTIN074,51.6536,4.0281,N59,59
GEO01_Z_RWSTIN057,51.6458,4.00067,N59,59
GEO01_Z_RWSTIN075,51.6457,3.99946,N59,59
GEO01_Z_RWSTIN063,51.6816,4.15545,N59,59
GEO01_Z_RWSTIN069,51.6809,4.15396,N59,59
GEO01_Z_RWSTIN060,51.6598,4.07865,N59,59
GEO01_Z_RWSTIN072,51.6593,4.07536,N59,59
GEO01_Z_RWSTIN055,51.6547,3.92222,N59,59
GEO01_Z_RWSTIN077,51.6547,3.92053,N59,59
GEO02_Z_RWSTIN065,51.7003,4.29694,N59,59
GEO02_Z_RWSTIN067,51.6991,4.28987,N59,59
GEO01_Z_RWSTI4185,51.6968,3.82086,N59,59
GEO01_Z_RWSTI4186,51.6968,3.82086,N59,59
GEO01_Z_RWSTIN054,51.6548,3.91363,N59,59
GEO01_Z_RWSTIN078,51.6553,3.91317,N59,59
GEO01_Z_RWSTIN051,51.6981,3.81608,N59,59
GEO01_Z_RWSTIN081,51.6988,3.81423,N59,59
GEO01_Z_RWSTIN059,51.6571,4.04522,N59,59
GEO01_Z_RWSTIN073,51.6575,4.04229,N59,59
GEO01_Z_RWSTIN052,51.6799,3.86142,N59,59
GEO01_Z_RWSTIN053,51.6735,3.86892,N59,59
GEO01_Z_RWSTI182,51.6641,4.42329,A59,59
GEO01_Z_RWSTI701,51.6594,4.42027,A59,59
GEO01_Z_RWSTI702,51.6549,4.43105,A59,59
GEO01_Z_RWSTI703,51.6467,4.45087,A59,59
GEO01_Z_RWSTI704,51.6461,4.45451,A59,59
GEO01_Z_RWSTI705,51.6444,4.46212,A59,59
GEO01_Z_RWSTI706,51.6432,4.46981,A59,59
GEO01_Z_RWSTI707,51.6401,4.48334,A59,59
GEO01_Z_RWSTI708,51.6368,4.49673,A59,59
GEO01_Z_RWSTI709,51.6364,4.51124,A59,59
GEO01_Z_RWSTI710,51.6356,4.5328,A59,59
GEO01_Z_RWSTI711,51.6317,4.53462,A59,59
GEO01_Z_RWSTI712,51.6854,4.87482,A59,59
GEO01_Z_RWSTI713,51.6857,4.87655,A59,59
GEO01_Z_RWSTI715,51.6939,4.91644,A59,59
GEO01_Z_RWSTI716,51.6938,4.93079,A59,59
GEO01_Z_RWSTI717,51.6928,4.94514,A59,59
GEO01_Z_RWSTI718,51.6935,4.9596,A59,59
GEO01_Z_RWSTI719,51.6947,4.97398,A59,59
GEO01_Z_RWSTI720,51.6954,4.98797,A59,59
GEO01_Z_RWSTI721,51.6949,5.00273,A59,59
GEO01_Z_RWSTI722,51.6937,5.01858,A59,59
GEO01_Z_RWSTI723,51.6917,5.03554,A59,59
GEO01_Z_RWSTI724,51.6906,5.04971,A59,59
GEO01_Z_RWSTI725,51.6917,5.05991,A59,59
GEO01_Z_RWSTI726,51.694,5.07834,A59,59
GEO01_Z_RWSTI727,51.6959,5.09537,A59,59
GEO01_Z_RWSTI728,51.6933,5.10926,A59,59
GEO01_Z_RWSTI729,51.692,5.11726,A59,59
GEO01_Z_RWSTI730,51.694,5.13215,A59,59
GEO01_Z_RWSTI731,51.6959,5.14611,A59,59
GEO01_Z_RWSTI732,51.6982,5.15977,A59,59
GEO01_Z_RWSTI733,51.6985,5.16936,A59,59
GEO01_Z_RWSTI734,51.696,5.18356,A59,59
GEO01_Z_RWSTI735,51.6943,5.19813,A59,59
GEO01_Z_RWSTI736,51.6916,5.21668,A59,59
GEO01_Z_RWSTI738,51.6981,5.24867,A59,59
GEO01_Z_RWSTI739,51.705,5.25805,A59,59
GEO01_Z_RWSTI740,51.7123,5.26954,A59,59
GEO01_Z_RWSTI752,51.7319,5.48608,A59,59
GEO01_Z_RWSTI753,51.7352,5.49957,A59,59
GEO01_Z_RWSTI754,51.7377,5.51341,A59,59
GEO01_Z_RWSTI755,51.7371,5.5107,A59,59
GEO01_Z_RWSTI756,51.7378,5.51432,A59,59
GEO01_Z_RWSTI757,51.7398,5.52756,A59,59
GEO01_Z_RWSTI758,51.7336,5.55622,A59,59
GEO01_Z_RWSTI759,51.7325,5.56841,A59,59
GEO01_Z_RWSTI760,51.7324,5.56821,A59,59
GEO01_Z_RWSTI761,51.733,5.571,A59,59
GEO01_Z_RWSTI762,51.7388,5.58202,A59,59
GEO01_Z_RWSTI763,51.7409,5.58329,A59,59
GEO01_Z_RWSTI764,51.7349,5.57446,A59,59
GEO01_Z_RWSTI765,51.7371,5.57754,A59,59
GEO01_Z_RWSTI766,51.7356,5.57209,A59,59
GEO01_Z_RWSTI767,51.7327,5.56098,A59,59
GEO01_Z_RWSTI768,51.7402,5.52897,A59,59
GEO01_Z_RWSTI769,51.7381,5.51307,A59,59
GEO01_Z_RWSTI770,51.738,5.51332,A59,59
GEO01_Z_RWSTI771,51.7371,5.50601,A59,59
GEO01_Z_RWSTI772,51.7355,5.49952,A59,59
GEO01_Z_RWSTI773,51.7314,5.483,A59,59
GEO01_Z_RWSTI786,51.7188,5.3019,A59,59
GEO01_Z_RWSTI787,51.7179,5.29491,A59,59
GEO01_Z_RWSTI788,51.7174,5.29203,A59,59
GEO01_Z_RWSTI789,51.716,5.28187,A59,59
GEO01_Z_RWSTI790,51.7133,5.27105,A59,59
GEO01_Z_RWSTI791,51.7115,5.26689,A59,59
GEO01_Z_RWSTI792,51.7087,5.26218,A59,59
GEO01_Z_RWSTI793,51.7063,5.25878,A59,59
GEO01_Z_RWSTI794,51.7015,5.25343,A59,59
GEO01_Z_RWSTI795,51.6967,5.2437,A59,59
GEO01_Z_RWSTI796,51.6959,5.24081,A59,59
GEO01_Z_RWSTI797,51.6954,5.23798,A59,59
GEO01_Z_RWSTI798,51.6931,5.22722,A59,59
GEO01_Z_RWSTI799,51.6924,5.21327,A59,59
GEO01_Z_RWSTI800,51.6939,5.20203,A59,59
GEO01_Z_RWSTI801,51.6948,5.19643,A59,59
GEO01_Z_RWSTI802,51.6973,5.18751,A59,59
GEO01_Z_RWSTI803,51.6966,5.18229,A59,59
GEO01_Z_RWSTI804,51.6979,5.17111,A59,59
GEO01_Z_RWSTI805,51.6984,5.16797,A59,59
GEO01_Z_RWSTI806,51.6985,5.15926,A59,59
GEO01_Z_RWSTI807,51.6977,5.1536,A59,59
GEO01_Z_RWSTI808,51.6972,5.1494,A59,59
GEO01_Z_RWSTI809,51.6961,5.14544,A59,59
GEO01_Z_RWSTI810,51.6959,5.14427,A59,59
GEO01_Z_RWSTI811,51.6941,5.13129,A59,59
GEO01_Z_RWSTI812,51.6922,5.11734,A59,59
GEO01_Z_RWSTI813,51.6944,5.10697,A59,59
GEO01_Z_RWSTI814,51.6955,5.10239,A59,59
GEO01_Z_RWSTI816,51.695,5.07232,A59,59
GEO01_Z_RWSTI817,51.6926,5.06481,A59,59
GEO01_Z_RWSTI818,51.6907,5.05097,A59,59
GEO01_Z_RWSTI819,51.692,5.03561,A59,59
GEO01_Z_RWSTI820,51.6917,5.03935,A59,59
GEO01_Z_RWSTI821,51.6922,5.03408,A59,59
GEO01_Z_RWSTI822,51.6939,5.01941,A59,59
GEO01_Z_RWSTI823,51.695,5.00711,A59,59
GEO01_Z_RWSTI824,51.6959,4.99558,A59,59
GEO01_Z_RWSTI825,51.6879,4.99957,A59,59
GEO01_Z_RWSTI826,51.6954,4.98102,A59,59
GEO01_Z_RWSTI827,51.6944,4.96673,A59,59
GEO01_Z_RWSTI828,51.6937,4.95251,A59,59
GEO01_Z_RWSTI829,51.6931,4.94951,A59,59
GEO01_Z_RWSTI830,51.6931,4.94536,A59,59
GEO01_Z_RWSTI831,51.6938,4.93516,A59,59
GEO01_Z_RWSTI832,51.6944,4.92076,A59,59
GEO01_Z_RWSTI833,51.6932,4.90635,A59,59
GEO01_Z_RWSTI834,51.6901,4.89571,A59,59
GEO01_Z_RWSTI835,51.6864,4.87864,A59,59
GEO01_Z_RWSTI836,51.6857,4.87448,A59,59
GEO01_Z_RWSTI837,51.6848,4.86913,A59,59
GEO01_Z_RWSTI839,51.6808,4.84929,A59,59
GEO01_Z_RWSTI840,51.6798,4.8449,A59,59
GEO01_Z_RWSTI841,51.6357,4.53765,A59,59
GEO01_Z_RWSTI842,51.6363,4.52311,A59,59
GEO01_Z_RWSTI843,51.6368,4.50827,A59,59
GEO01_Z_RWSTI844,51.6376,4.49403,A59,59
GEO01_Z_RWSTI845,51.6412,4.48101,A59,59
GEO01_Z_RWSTI846,51.6436,4.46993,A59,59
GEO01_Z_RWSTI847,51.6454,4.46028,A59,59
GEO01_Z_RWSTI848,51.6468,4.45326,A59,59
GEO01_Z_RWSTI849,51.6469,4.45329,A59,59
GEO01_Z_RWSTI850,51.6549,4.43207,A59,59
GEO01_Z_RWSTI851,51.6599,4.41982,A59,59
GEO01_Z_RWSTI852,51.6608,4.41939,A59,59
GEO01_Z_RWSTI1551,51.7197,5.30875,A59,59
GEO01_Z_RWSTI1620,51.6902,4.89502,A59,59
GEO01_Z_RWSTI4187,51.6577,4.05545,N59,59
GEO01_Z_RWSTI4188,51.6577,4.05545,N59,59
GEO01_Z_RWSTIN113,51.3263,3.67988,N61,61
GEO01_Z_RWSTIN116,51.2943,3.83972,N61,61
GEO01_Z_RWSTIN104,51.3191,3.69876,N61,61
GEO01_Z_RWSTIN105,51.3152,3.7174,N61,61
GEO01_Z_RWSTIN111,51.3149,3.71749,N61,61
GEO01_Z_RWSTIN107,51.2962,3.80206,N61,61
GEO01_Z_RWSTIN109,51.2966,3.80086,N61,61
GEO01_Z_RWSTIN100,51.352,3.55739,N61,61
GEO01_Z_RWSTIN101,51.3198,3.59734,N61,61
GEO01_Z_RWSTIN115,51.3207,3.59734,N61,61
GEO01_Z_RWSTIN106,51.3026,3.78017,N61,61
GEO01_Z_RWSTIN110,51.3035,3.77851,N61,61
GEO01_Z_RWSTIN102,51.3163,3.62039,N61,61
GEO01_Z_RWSTIN114,51.3165,3.61911,N61,61
GEO01_Z_RWSTIN103,51.3221,3.68638,N61,61
GEO01_Z_RWSTIN112,51.3221,3.68638,N61,61
GEO01_Z_RWSTIN108,51.2927,3.82813,N61,61
RWS01_MONICA_00D041004C4BD0070007,51.6699,5.31418,A65,65
RWS01_MONICA_00D041004C4BD007000B,51.6699,5.31418,A65,65
RWS01_MONICA_00D041039419D0050005,51.538,5.10637,A65,65
RWS01_MONICA_00D041039419D0050009,51.538,5.10637,A65,65
RWS01_MONICA_00D041039423D0070007,51.5381,5.10621,A65,65
RWS01_MONICA_00D041039423D007000B,51.5381,5.10621,A65,65
RWS01_MONIBAS_0651hrl0214ra,51.5479,5.11976,A65,65
RWS01_MONIBAS_0651hrl0216ra,51.5465,5.11791,A65,65
RWS01_MONIBAS_0651hrl0222ra,51.5423,5.11241,A65,65
RWS01_MONIBAS_0651hrl0224ra,51.5414,5.11116,A65,65
RWS01_MONIBAS_0651hrl0229ra,51.538,5.10637,A65,65
RWS01_MONIBAS_0651hrr0019ra,51.6699,5.31418,A65,65
RWS01_MONIBAS_0651hrr0216ra,51.5472,5.11863,A65,65
RWS01_MONIBAS_0651hrr0220ra,51.5444,5.11491,A65,65
RWS01_MONIBAS_0651hrr0224ra,51.5417,5.1113,A65,65
RWS01_MONIBAS_0651hrr0229ra,51.5381,5.10621,A65,65
RWS01_MONIBAS_0651hrr0232ra,51.5367,5.10275,A65,65
GEO01_Z_RWSTI4055,51.5998,5.18213,N65,65
GEO01_Z_RWSTI4056,51.5998,5.18213,N65,65
