measurementSiteReference,startLocatieForDisplayLat,startLocatieForDisplayLong,ROADNUMBER,Rijksweg
RWS01_MONIBAS_0061hrr0591ra,52.3886,5.31873,A6,6
RWS01_MONIBAS_0061hrr0615ra,52.3994,5.34777,A6,6
RWS01_MONIBAS_0061hrr0682ra,52.436,5.42697,A6,6
RWS01_MONIBAS_0061hrr0756ra,52.4812,5.50529,A6,6
RWS01_MONIBAS_0061hrr0843ra,52.5269,5.53326,A6,6
RWS01_MONIBAS_0061hrr0865ra,52.5463,5.53158,A6,6
RWS01_MONIBAS_0061hrr2981ra,52.8581,5.72619,A6,6
RWS01_MONIBAS_0061hrr3098ra,52.9494,5.80747,A6,6
RWS01_MONICA_00D006068000D0050005,52.3144,5.10396,A6,6
RWS01_MONICA_00D006068860D0050005,52.3154,5.10788,A6,6
RWS01_MONICA_00D006068860D0050009,52.3154,5.10788,A6,6
RWS01_MONICA_00D006068860D0050085,52.3154,5.10788,A6,6
RWS01_MONICA_00D006069C14D0050005,52.3164,5.11336,A6,6
RWS01_MONICA_00D006069C14D0050009,52.3164,5.11336,A6,6
RWS01_MONICA_00D006069C14D0050085,52.3164,5.11336,A6,6
RWS01_MONICA_00D006069C14D0050089,52.3164,5.11336,A6,6
RWS01_MONICA_00D00606A03BD0070007,52.3166,5.11541,A6,6
RWS01_MONICA_00D00606A03BD007000B,52.3166,5.11541,A6,6
RWS01_MONICA_00D00606A03BD0070187,52.3166,5.11541,A6,6
RWS01_MONICA_00D00606AC2DD0050005,52.3176,5.11925,A6,6
RWS01_MONICA_00D00606AC2DD0050009,52.3176,5.11925,A6,6
RWS01_MONICA_00D00606AC2DD0050085,52.3176,5.11925,A6,6
RWS01_MONICA_00D00606AC2DD0050089,52.3176,5.11925,A6,6
RWS01_MONICA_00D00606B432D0070007,52.3181,5.12216,A6,6
RWS01_MONICA_00D00606B432D007000B,52.3181,5.12216,A6,6
RWS01_MONICA_00D00606B432D007000F,52.3181,5.12216,A6,6
RWS01_MONICA_00D00606B432D0070307,52.3181,5.12216,A6,6
RWS01_MONICA_00D00606C42918200005,52.3201,5.12693,A6,6
RWS01_MONICA_00D00606C429D0050005,52.3201,5.12703,A6,6
RWS01_MONICA_00D00606C429D0050009,52.3201,5.12703,A6,6
RWS01_MONICA_00D00606C429D005000D,52.3201,5.12703,A6,6
RWS01_MONICA_00D00606CC0AD0070007,52.3208,5.12925,A6,6
RWS01_MONICA_00D00606CC0AD007000B,52.3208,5.12925,A6,6
RWS01_MONICA_00D00606CC0AD007000F,52.3208,5.12925,A6,6
RWS01_MONICA_00D00606CC0AD0070187,52.3208,5.12925,A6,6
RWS01_MONICA_00D00606E44ED0070007,52.3245,5.13668,A6,6
RWS01_MONICA_00D00606E44ED007000B,52.3245,5.13668,A6,6
RWS01_MONICA_00D00606E44ED007000F,52.3245,5.13668,A6,6
RWS01_MONICA_00D00606E44ED0070187,52.3245,5.13668,A6,6
RWS01_MONICA_00D006070C52D0050005,52.3304,5.14795,A6,6
RWS01_MONICA_00D006070C52D0050009,52.3304,5.14795,A6,6
RWS01_MONICA_00D006070C52D005000D,52.3304,5.14795,A6,6
RWS01_MONICA_00D006071011D0070007,52.3304,5.14838,A6,6
RWS01_MONICA_00D006071011D007000B,52.3304,5.14838,A6,6
RWS01_MONICA_00D006071011D007000F,52.3304,5.14838,A6,6
RWS01_MONICA_00D006071011D0070187,52.3304,5.14838,A6,6
RWS01_MONICA_00D006072414D0050005,52.3334,5.15411,A6,6
RWS01_MONICA_00D006072414D0050009,52.3334,5.15411,A6,6
RWS01_MONICA_00D006072414D005000D,52.3334,5.15411,A6,6
RWS01_MONICA_00D006072431D0070007,52.3334,5.15439,A6,6
RWS01_MONICA_00D006072431D007000B,52.3334,5.15439,A6,6
RWS01_MONICA_00D006072431D007000F,52.3334,5.15439,A6,6
RWS01_MONICA_00D006072431D0070187,52.3334,5.15439,A6,6
RWS01_MONICA_00D00607281908200007,52.3335,5.15576,A6,6
RWS01_MONICA_00D00607281B10200005,52.3348,5.15482,A6,6
RWS01_MONICA_00D00607601400200007,52.3411,5.17223,A6,6
RWS01_MONICA_00D0060760140020000B,52.3411,5.17223,A6,6
RWS01_MONICA_00D00607601418200005,52.3416,5.17202,A6,6
RWS01_MONICA_00D00607601418200009,52.3416,5.17202,A6,6
RWS01_MONICA_00D006076019D0050005,52.3414,5.17217,A6,6
RWS01_MONICA_00D006076019D0050009,52.3414,5.17217,A6,6
RWS01_MONICA_00D006076019D0070007,52.3412,5.17217,A6,6
RWS01_MONICA_00D006076019D007000B,52.3412,5.17217,A6,6
RWS01_MONICA_00D0060D980010200005,52.5512,5.52915,A6,6
GEO03_D4T-RWS_I_026_ID_601,52.8507,5.7212,A6,6
GEO03_D4T-RWS_I_027_ID_602,52.8489,5.72003,A6,6
GEO03_D4T-RWS_I_028_ID_603,52.8489,5.72003,A6,6
GEO03_D4T-BI_I_20335_2_ID_729,52.8606,5.72909,A6,6
GEO03_D4T-RWS_I_029_ID_604,52.8728,5.7445,A6,6
GEO03_D4T-RWS_I_030_ID_605,52.8738,5.74292,A6,6
GEO03_D4T-RWS_I_031_ID_606,52.8738,5.74292,A6,6
GEO03_D4T-RWS_I_032_ID_607,52.8959,5.76537,A6,6
GEO03_D4T-RWS_I_033_ID_608,52.9156,5.77456,A6,6
GEO03_D4T-RWS_I_034_ID_609,52.9156,5.77283,A6,6
GEO03_D4T-RWS_I_035_ID_610,52.9156,5.77283,A6,6
GEO03_D4T-RWS_I_501_ID_1080,52.9227,5.77686,A6,6
GEO03_D4T-RWS_I_502_V_6040_ID_1082,52.9337,5.78407,A6,6
GEO03_D4T-RWS_I_503_V_6041_ID_1085,52.9426,5.79585,A6,6
GEO03_D4T-BI_I_12345_2_ID_1086,52.951,5.80936,A6,6
GEO03_D4T-RWS_I_036_ID_611,52.9564,5.81536,A6,6
GEO03_D4T-RWS_I_038_V1_ID_613,52.8444,5.72406,A6,6
GEO03_D4T-RWS_I_037_ID_612,52.8464,5.7252,A6,6
GEO03_D4T-RWS_I_039_ID_614,52.8464,5.7252,A6,6
GEO03_D4T-BI_I_20335_1_ID_739,52.8608,5.72994,A6,6
GEO03_D4T-RWS_I_040_ID_615,52.8722,5.74634,A6,6
GEO03_D4T-RWS_I_042_ID_617,52.8722,5.74634,A6,6
GEO03_D4T-RWS_I_041_ID_616,52.8722,5.74453,A6,6
GEO03_D4T-RWS_I_043_V_0018_ID_1165,52.8966,5.76659,A6,6
GEO03_D4T-RWS_I_044_ID_619,52.9132,5.77636,A6,6
GEO03_D4T-RWS_I_046_ID_621,52.9132,5.77636,A6,6
GEO03_D4T-RWS_I_045_ID_620,52.9129,5.77441,A6,6
GEO03_D4T-RWS_I_505_ID_1087,52.9173,5.77565,A6,6
GEO03_D4T-RWS_I_506_V_0017_ID_1088,52.9284,5.78119,A6,6
GEO03_D4T-RWS_I_507_V_0016_ID_1089,52.9437,5.79851,A6,6
GEO03_D4T-BI_I_12345_1_ID_1090,52.9507,5.80981,A6,6
GEO03_D4T-RWS_I_047_V2_ID_622,52.9564,5.81552,A6,6
GEO03_D4T-RWS_I_103_ID_680,52.9573,5.81675,A6,6
GEO03_D4T-RWS_I_104_ID_682,52.9573,5.81675,A6,6
GEO02_R_RWSTI4378,52.3498,5.19609,A6,6
GEO02_R_RWSTI4379,52.3498,5.19609,A6,6
GEO02_R_RWSTI4376,52.3294,5.14663,A6,6
GEO02_R_RWSTI4377,52.3295,5.14669,A6,6
GEO02_R_RWSTI92,52.3443,5.18058,A6,6
GEO02_R_RWSTI94,52.3524,5.24067,A6,6
GEO02_R_RWSTI95,52.365,5.27881,A6,6
GEO02_R_RWSTI96,52.3772,5.29273,A6,6
GEO02_R_RWSTI97,52.3927,5.33049,A6,6
GEO02_R_RWSTI98,52.4037,5.35923,A6,6
GEO02_R_RWSTI99,52.4091,5.3728,A6,6
GEO02_R_RWSTI100,52.4142,5.38485,A6,6
GEO02_R_RWSTI101,52.4196,5.39667,A6,6
GEO02_R_RWSTI102,52.4253,5.40803,A6,6
GEO02_R_RWSTI103,52.4293,5.4154,A6,6
GEO02_R_RWSTI104,52.4417,5.43516,A6,6
GEO02_R_RWSTI105,52.4495,5.44734,A6,6
GEO02_R_RWSTI106,52.4548,5.45551,A6,6
GEO02_R_RWSTI107,52.4612,5.46567,A6,6
GEO02_R_RWSTI108,52.4672,5.47607,A6,6
GEO02_R_RWSTI109A,52.4762,5.49315,A6,6
GEO02_R_RWSTI109B,52.4758,5.49368,A6,6
GEO02_R_RWSTI110,52.4849,5.51223,A6,6
GEO02_R_RWSTI111,52.4911,5.52177,A6,6
GEO02_R_RWSTI112,52.51,5.53284,A6,6
GEO02_R_RWSTI113,52.536,5.53282,A6,6
GEO02_R_RWSTI114,52.5573,5.53016,A6,6
GEO02_R_RWSTI115,52.5636,5.53237,A6,6
GEO02_R_RWSTI116,52.5724,5.53676,A6,6
GEO02_R_RWSTI118,52.5858,5.55133,A6,6
GEO02_R_RWSTI119,52.5918,5.5602,A6,6
GEO02_R_RWSTI120,52.5955,5.57376,A6,6
GEO02_R_RWSTI121,52.5959,5.59102,A6,6
GEO02_R_RWSTI122,52.6039,5.62507,A6,6
GEO02_R_RWSTI123,52.6096,5.63974,A6,6
GEO02_R_RWSTI124,52.606,5.63424,A6,6
GEO02_R_RWSTI125,52.6161,5.65201,A6,6
GEO02_R_RWSTI126,52.6228,5.66165,A6,6
GEO02_R_RWSTI127,52.6324,5.66941,A6,6
GEO02_R_RWSTI128,52.6441,5.6746,A6,6
GEO02_R_RWSTI129,52.6414,5.67418,A6,6
GEO02_R_RWSTI130,52.6445,5.67549,A6,6
GEO02_R_RWSTI131,52.6497,5.67769,A6,6
GEO02_R_RWSTI132,52.6552,5.6826,A6,6
GEO02_R_RWSTI133,52.6621,5.69219,A6,6
GEO02_R_RWSTI134,52.6681,5.70512,A6,6
GEO02_R_RWSTI135,52.6783,5.72953,A6,6
GEO02_R_RWSTI136,52.682,5.73927,A6,6
GEO02_R_RWSTI137,52.682,5.73925,A6,6
GEO02_R_RWSTI138,52.6853,5.74731,A6,6
GEO02_R_RWSTI139,52.6888,5.75529,A6,6
GEO02_R_RWSTI140,52.6917,5.77218,A6,6
GEO02_R_RWSTI141,52.6917,5.77218,A6,6
GEO02_R_RWSTI142,52.6972,5.77373,A6,6
GEO02_R_RWSTI146,52.7062,5.77264,A6,6
GEO02_R_RWSTI147,52.7152,5.77205,A6,6
GEO02_R_RWSTI148,52.7236,5.77151,A6,6
GEO02_R_RWSTI149,52.7237,5.77152,A6,6
GEO02_R_RWSTI150,52.7277,5.77101,A6,6
GEO02_R_RWSTI151,52.7331,5.77004,A6,6
GEO02_R_RWSTI152,52.7434,5.76942,A6,6
GEO02_R_RWSTI153,52.751,5.7686,A6,6
GEO02_R_RWSTI154,52.7644,5.76489,A6,6
GEO02_R_RWSTI155,52.7643,5.76533,A6,6
GEO02_R_RWSTI156,52.767,5.76411,A6,6
GEO02_R_RWSTI157,52.7758,5.76131,A6,6
GEO02_R_RWSTI158,52.7855,5.75824,A6,6
GEO02_R_RWSTI159,52.7943,5.75484,A6,6
GEO02_R_RWSTI160,52.8027,5.75032,A6,6
GEO02_R_RWSTI161,52.8089,5.74776,A6,6
GEO02_R_RWSTI162,52.8177,5.74453,A6,6
GEO02_R_RWSTI163,52.8266,5.73726,A6,6
GEO02_R_RWSTI164,52.836,5.72869,A6,6
GEO02_R_RWSTI165,52.836,5.72869,A6,6
GEO02_R_RWSTI166,52.8266,5.73726,A6,6
GEO02_R_RWSTI167,52.8177,5.74453,A6,6
GEO02_R_RWSTI168,52.808,5.74707,A6,6
GEO02_R_RWSTI169,52.8026,5.74908,A6,6
GEO02_R_RWSTI170,52.794,5.75303,A6,6
GEO02_R_RWSTI171,52.7818,5.75838,A6,6
GEO02_R_RWSTI173,52.7642,5.76386,A6,6
GEO02_R_RWSTI174,52.7669,5.7627,A6,6
GEO02_R_RWSTI175,52.7642,5.76386,A6,6
GEO02_R_RWSTI176,52.751,5.7686,A6,6
GEO02_R_RWSTI177,52.7434,5.76942,A6,6
GEO02_R_RWSTI178,52.7331,5.77004,A6,6
GEO02_R_RWSTI179,52.7277,5.76984,A6,6
GEO02_R_RWSTI180,52.7277,5.77113,A6,6
GEO02_R_RWSTI181,52.7237,5.77074,A6,6
GEO02_R_RWSTI182,52.7152,5.77205,A6,6
GEO02_R_RWSTI183,52.7062,5.77264,A6,6
GEO02_R_RWSTI184,52.6958,5.77317,A6,6
GEO02_R_RWSTI185,52.692,5.76785,A6,6
GEO02_R_RWSTI186,52.6947,5.77377,A6,6
GEO02_R_RWSTI187,52.6922,5.76987,A6,6
GEO02_R_RWSTI188,52.6888,5.75529,A6,6
GEO02_R_RWSTI189,52.6855,5.74633,A6,6
GEO02_R_RWSTI190,52.6824,5.73863,A6,6
GEO02_R_RWSTI191,52.6823,5.73887,A6,6
GEO02_R_RWSTI192,52.6783,5.72953,A6,6
GEO02_R_RWSTI193,52.6732,5.71726,A6,6
GEO02_R_RWSTI194,52.6681,5.70512,A6,6
GEO02_R_RWSTI195,52.6621,5.69219,A6,6
GEO02_R_RWSTI196,52.6552,5.6826,A6,6
GEO02_R_RWSTI197,52.6497,5.67769,A6,6
GEO02_R_RWSTI198,52.6441,5.67457,A6,6
GEO02_R_RWSTI199,52.6452,5.67507,A6,6
GEO02_R_RWSTI200,52.6413,5.6733,A6,6
GEO02_R_RWSTI201,52.6324,5.66941,A6,6
GEO02_R_RWSTI202,52.6228,5.66165,A6,6
GEO02_R_RWSTI203,52.6161,5.65201,A6,6
GEO02_R_RWSTI204,52.6096,5.63974,A6,6
GEO02_R_RWSTI205,52.6064,5.6327,A6,6
GEO02_R_RWSTI207,52.6039,5.62507,A6,6
GEO02_R_RWSTI208,52.6009,5.60649,A6,6
GEO02_R_RWSTI209,52.5959,5.59102,A6,6
GEO02_R_RWSTI210,52.5955,5.57376,A6,6
GEO02_R_RWSTI211,52.5918,5.5602,A6,6
GEO02_R_RWSTI212,52.5858,5.55133,A6,6
GEO02_R_RWSTI214,52.5724,5.53676,A6,6
GEO02_R_RWSTI215,52.5639,5.53165,A6,6
GEO02_R_RWSTI216,52.5573,5.53018,A6,6
GEO02_R_RWSTI217,52.536,5.53191,A6,6
GEO02_R_RWSTI218,52.51,5.53284,A6,6
GEO02_R_RWSTI219,52.5017,5.53059,A6,6
GEO02_R_RWSTI220,52.4911,5.52177,A6,6
GEO02_R_RWSTI221,52.4849,5.51223,A6,6
GEO02_R_RWSTI222,52.4762,5.49315,A6,6
GEO02_R_RWSTI224,52.4612,5.46567,A6,6
GEO02_R_RWSTI225,52.4548,5.45551,A6,6
GEO02_R_RWSTI226,52.4486,5.44411,A6,6
GEO02_R_RWSTI227,52.4417,5.43516,A6,6
GEO02_R_RWSTI228,52.4298,5.41509,A6,6
GEO02_R_RWSTI229,52.4258,5.40738,A6,6
GEO02_R_RWSTI230,52.4202,5.39588,A6,6
GEO02_R_RWSTI231,52.4149,5.38388,A6,6
GEO02_R_RWSTI232,52.4101,5.37198,A6,6
GEO02_R_RWSTI233,52.4047,5.35796,A6,6
GEO02_R_RWSTI234,52.3934,5.32957,A6,6
GEO02_R_RWSTI235,52.365,5.27881,A6,6
GEO02_R_RWSTI237,52.3528,5.24071,A6,6
GEO02_R_RWSTI546,52.3787,5.2998,A6,6
GEO02_R_RWSTI1064,52.5807,5.54541,A6,6
GEO02_R_RWSTI1069,52.5807,5.54541,A6,6
GEO02_R_RWSTI1142,52.4672,5.47607,A6,6
RWS01_MONIBAS_0070vwa0070ra,52.4734,4.85347,A7,7
RWS01_MONIBAS_0070vwa0110ra,52.4949,4.89956,A7,7
RWS01_MONIBAS_0070vwa0134ra,52.5031,4.93002,A7,7
RWS01_MONIBAS_0070vwa0149ra,52.5138,4.93663,A7,7
RWS01_MONIBAS_0070vwa0162ra,52.5252,4.94348,A7,7
RWS01_MONIBAS_0070vwa0312ra,52.6453,5.03252,A7,7
RWS01_MONIBAS_0070vwa1401ra,52.9628,5.8676,A7,7
RWS01_MONIBAS_0070vwa1521ra,53.0191,6.00983,A7,7
RWS01_MONIBAS_0070vwa1576ra,53.061,6.05273,A7,7
RWS01_MONIBAS_0070vwa1613ra,53.088,6.08346,A7,7
RWS01_MONIBAS_0070vwa1649ra,53.105,6.13456,A7,7
RWS01_MONIBAS_0070vwa1697ra,53.1297,6.18637,A7,7
RWS01_MONIBAS_0070vwa1757ra,53.1528,6.26791,A7,7
RWS01_MONIBAS_0070vwa1802ra,53.1694,6.32759,A7,7
RWS01_MONIBAS_0070vwa1837ra,53.1831,6.37446,A7,7
RWS01_MONIBAS_0070vwa1930ra,53.2009,6.50657,A7,7
RWS01_MONIBAS_0070vwa2124ra,53.1802,6.72778,A7,7
RWS01_MONIBAS_0070vwa2144ra,53.1699,6.75274,A7,7
RWS01_MONIBAS_0070vwa2179ra,53.1676,6.80436,A7,7
RWS01_MONIBAS_0070vwa2215ra,53.1683,6.85777,A7,7
RWS01_MONIBAS_0070vwa2235ra,53.1696,6.88892,A7,7
RWS01_MONIBAS_0070vwa2295ra,53.1868,6.96898,A7,7
RWS01_MONIBAS_0070vwa2322ra,53.1707,6.99774,A7,7
RWS01_MONIBAS_0070vwa2399ra,53.1562,7.05155,A7,7
RWS01_MONIBAS_0070vwa2462ra,53.156,7.13618,A7,7
RWS01_MONIBAS_0070vwa2513ra,53.1772,7.19974,A7,7
RWS01_MONIBAS_0070vwb0075ra,52.4777,4.85657,A7,7
RWS01_MONIBAS_0070vwb0110ra,52.4949,4.89983,A7,7
RWS01_MONIBAS_0070vwb1401ra,52.9635,5.86846,A7,7
RWS01_MONIBAS_0070vwb1423ra,52.9683,5.89951,A7,7
RWS01_MONIBAS_0070vwb1522ra,53.0203,6.00975,A7,7
RWS01_MONIBAS_0070vwb1577ra,53.0622,6.05277,A7,7
RWS01_MONIBAS_0070vwb1614ra,53.0893,6.08479,A7,7
RWS01_MONIBAS_0070vwb1698ra,53.1301,6.18894,A7,7
RWS01_MONIBAS_0070vwb1763ra,53.1548,6.27525,A7,7
RWS01_MONIBAS_0070vwb1810ra,53.172,6.33959,A7,7
RWS01_MONIBAS_0070vwb1843ra,53.186,6.38225,A7,7
RWS01_MONIBAS_0070vwb2130ra,53.1765,6.73497,A7,7
RWS01_MONIBAS_0070vwb2150ra,53.169,6.76103,A7,7
RWS01_MONIBAS_0070vwb2186ra,53.1674,6.8144,A7,7
RWS01_MONIBAS_0070vwb2220ra,53.1686,6.86566,A7,7
RWS01_MONIBAS_0070vwb2244ra,53.1711,6.90094,A7,7
RWS01_MONIBAS_0070vwb2297ra,53.1865,6.97217,A7,7
RWS01_MONIBAS_0070vwb2328ra,53.1674,7.00502,A7,7
RWS01_MONIBAS_0070vwb2403ra,53.1542,7.05722,A7,7
RWS01_MONIBAS_0070vwb2468ra,53.1605,7.14321,A7,7
RWS01_MONIBAS_0070vwc0075ra,52.4781,4.85533,A7,7
RWS01_MONIBAS_0070vwc0108ra,52.4949,4.89667,A7,7
RWS01_MONIBAS_0070vwc1401ra,52.9637,5.86838,A7,7
RWS01_MONIBAS_0070vwc1423ra,52.9687,5.89845,A7,7
RWS01_MONIBAS_0070vwc1522ra,53.0205,6.00926,A7,7
RWS01_MONIBAS_0070vwc1577ra,53.0623,6.05215,A7,7
RWS01_MONIBAS_0070vwc1617ra,53.0909,6.08762,A7,7
RWS01_MONIBAS_0070vwc1698ra,53.1312,6.18778,A7,7
RWS01_MONIBAS_0070vwc1763ra,53.1556,6.27441,A7,7
RWS01_MONIBAS_0070vwc1810ra,53.1727,6.33915,A7,7
RWS01_MONIBAS_0070vwc1837ra,53.1836,6.3744,A7,7
RWS01_MONIBAS_0070vwc1936ra,53.1993,6.51408,A7,7
RWS01_MONIBAS_0070vwc2130ra,53.1773,6.73568,A7,7
RWS01_MONIBAS_0070vwc2150ra,53.1698,6.76149,A7,7
RWS01_MONIBAS_0070vwc2186ra,53.1678,6.81448,A7,7
RWS01_MONIBAS_0070vwc2220ra,53.169,6.86545,A7,7
RWS01_MONIBAS_0070vwc2244ra,53.1718,6.90064,A7,7
RWS01_MONIBAS_0070vwc2297ra,53.1866,6.97332,A7,7
RWS01_MONIBAS_0070vwc2328ra,53.1677,7.00606,A7,7
RWS01_MONIBAS_0070vwc2403ra,53.1547,7.05774,A7,7
RWS01_MONIBAS_0070vwc2468ra,53.1607,7.14264,A7,7
RWS01_MONIBAS_0070vwd0070ra,52.4735,4.85272,A7,7
RWS01_MONIBAS_0070vwd0108ra,52.4947,4.89668,A7,7
RWS01_MONIBAS_0070vwd1401ra,52.9641,5.86705,A7,7
RWS01_MONIBAS_0070vwd1521ra,53.0198,6.00758,A7,7
RWS01_MONIBAS_0070vwd1576ra,53.0618,6.05047,A7,7
RWS01_MONIBAS_0070vwd1615ra,53.09,6.08409,A7,7
RWS01_MONIBAS_0070vwd1697ra,53.1301,6.18644,A7,7
RWS01_MONIBAS_0070vwd1755ra,53.1526,6.26481,A7,7
RWS01_MONIBAS_0070vwd1802ra,53.1701,6.32721,A7,7
RWS01_MONIBAS_0070vwd1835ra,53.1828,6.37218,A7,7
RWS01_MONIBAS_0070vwd1930ra,53.2015,6.50642,A7,7
RWS01_MONIBAS_0070vwd1989ra,53.2108,6.58647,N7,7
RWS01_MONIBAS_0070vwd2129ra,53.1778,6.73359,A7,7
RWS01_MONIBAS_0070vwd2148ra,53.1699,6.75804,A7,7
RWS01_MONIBAS_0070vwd2179ra,53.1681,6.80427,A7,7
RWS01_MONIBAS_0070vwd2215ra,53.1686,6.85763,A7,7
RWS01_MONIBAS_0070vwd2235ra,53.1703,6.88876,A7,7
RWS01_MONIBAS_0070vwd2295ra,53.1876,6.96978,A7,7
RWS01_MONIBAS_0070vwd2322ra,53.1712,6.99845,A7,7
RWS01_MONIBAS_0070vwd2399ra,53.1567,7.05191,A7,7
RWS01_MONIBAS_0070vwd2462ra,53.1563,7.13575,A7,7
RWS01_MONIBAS_0070vwd2513ra,53.1776,7.19999,A7,7
RWS01_MONIBAS_0070vwe1435ra,52.9732,5.9143,A7,7
RWS01_MONIBAS_0070vwf1435ra,52.9774,5.91349,A7,7
RWS01_MONIBAS_0070vwj0052ra,52.4555,4.8408,A7,7
RWS01_MONIBAS_0070vwk0041ra,52.4529,4.84388,A7,7
RWS01_MONIBAS_0070vwk0045ra,52.4548,4.8395,A7,7
RWS01_MONIBAS_0070vwk0047ra,52.4569,4.83955,A7,7
RWS01_MONIBAS_0070vwk0050ra,52.4578,4.84269,A7,7
RWS01_MONIBAS_0070vwk0050rb,52.4578,4.84269,A7,7
RWS01_MONIBAS_0070vwk0052ra,52.4585,4.84596,A7,7
RWS01_MONIBAS_0070vwz0044ra,52.4547,4.83661,A7,7
RWS01_MONIBAS_0071hrl0052ra,52.4582,4.84583,A7,7
RWS01_MONIBAS_0071hrl0053ra,52.459,4.84669,A7,7
RWS01_MONIBAS_0071hrl0057ra,52.4628,4.84872,A7,7
RWS01_MONIBAS_0071hrl0060ra,52.4655,4.8498,A7,7
RWS01_MONIBAS_0071hrl0063ra,52.468,4.85078,A7,7
RWS01_MONIBAS_0071hrl0070ra,52.4736,4.85306,A7,7
RWS01_MONIBAS_0071hrl0072ra,52.4758,4.85407,A7,7
RWS01_MONIBAS_0071hrl0075ra,52.4779,4.85608,A7,7
RWS01_MONIBAS_0071hrl0080ra,52.4807,4.86136,A7,7
RWS01_MONIBAS_0071hrl0083ra,52.4823,4.86545,A7,7
RWS01_MONIBAS_0071hrl0085ra,52.4836,4.86867,A7,7
RWS01_MONIBAS_0071hrl0088ra,52.4847,4.87162,A7,7
RWS01_MONIBAS_0071hrl0091ra,52.4864,4.87608,A7,7
RWS01_MONIBAS_0071hrl0094ra,52.4878,4.87962,A7,7
RWS01_MONIBAS_0071hrl0098ra,52.4894,4.88364,A7,7
RWS01_MONIBAS_0071hrl0100ra,52.4907,4.88711,A7,7
RWS01_MONIBAS_0071hrl0103ra,52.4921,4.89075,A7,7
RWS01_MONIBAS_0071hrl0108ra,52.4945,4.89685,A7,7
RWS01_MONIBAS_0071hrl0113ra,52.4967,4.90268,A7,7
RWS01_MONIBAS_0071hrl0116ra,52.4984,4.90693,A7,7
RWS01_MONIBAS_0071hrl0119ra,52.4999,4.91082,A7,7
RWS01_MONIBAS_0071hrl0122ra,52.5013,4.91457,A7,7
RWS01_MONIBAS_0071hrl0126ra,52.5029,4.919,A7,7
RWS01_MONIBAS_0071hrl0132ra,52.5034,4.9285,A7,7
RWS01_MONIBAS_0071hrl0137ra,52.5053,4.93449,A7,7
RWS01_MONIBAS_0071hrl0142ra,52.5097,4.93541,A7,7
RWS01_MONIBAS_0071hrl0145ra,52.5118,4.93476,A7,7
RWS01_MONIBAS_0071hrl0148ra,52.5145,4.93404,A7,7
RWS01_MONIBAS_0071hrl0152ra,52.5186,4.93507,A7,7
RWS01_MONIBAS_0071hrl0157ra,52.5223,4.93943,A7,7
RWS01_MONIBAS_0071hrl0161ra,52.5251,4.9428,A7,7
RWS01_MONIBAS_0071hrl0165ra,52.5283,4.94538,A7,7
RWS01_MONIBAS_0071hrl0172ra,52.5339,4.9488,A7,7
RWS01_MONIBAS_0071hrl0175ra,52.5361,4.9501,A7,7
RWS01_MONIBAS_0071hrl0178ra,52.5391,4.95195,A7,7
RWS01_MONIBAS_0071hrl0184ra,52.5439,4.95492,A7,7
RWS01_MONIBAS_0071hrl0190ra,52.5487,4.95782,A7,7
RWS01_MONIBAS_0071hrl0195ra,52.5529,4.96039,A7,7
RWS01_MONIBAS_0071hrl0197ra,52.5547,4.96148,A7,7
RWS01_MONIBAS_0071hrl0203ra,52.56,4.96467,A7,7
RWS01_MONIBAS_0071hrl0209ra,52.5652,4.96784,A7,7
RWS01_MONIBAS_0071hrl0213ra,52.5681,4.9696,A7,7
RWS01_MONIBAS_0071hrl0215ra,52.5706,4.97113,A7,7
RWS01_MONIBAS_0071hrl0221ra,52.5753,4.97442,A7,7
RWS01_MONIBAS_0071hrl0227ra,52.5804,4.97804,A7,7
RWS01_MONIBAS_0071hrl0233ra,52.5849,4.98132,A7,7
RWS01_MONIBAS_0071hrl0236ra,52.5875,4.98318,A7,7
RWS01_MONIBAS_0071hrl0239ra,52.5901,4.98505,A7,7
RWS01_MONIBAS_0071hrl0245ra,52.5951,4.98859,A7,7
RWS01_MONIBAS_0071hrl0249ra,52.5978,4.99058,A7,7
RWS01_MONIBAS_0071hrl0252ra,52.6007,4.99267,A7,7
RWS01_MONIBAS_0071hrl0258ra,52.6059,4.9965,A7,7
RWS01_MONIBAS_0071hrl0265ra,52.6112,5.00032,A7,7
RWS01_MONIBAS_0071hrl0268ra,52.6135,5.0018,A7,7
RWS01_MONIBAS_0071hrl0271ra,52.6166,5.00325,A7,7
RWS01_MONIBAS_0071hrl0275ra,52.62,5.00413,A7,7
RWS01_MONIBAS_0071hrl0277ra,52.6223,5.00455,A7,7
RWS01_MONIBAS_0071hrl0279ra,52.624,5.0049,A7,7
RWS01_MONIBAS_0071hrl0283ra,52.6271,5.00552,A7,7
RWS01_MONIBAS_0071hrl0288ra,52.6317,5.00648,A7,7
RWS01_MONIBAS_0071hrl0294ra,52.6365,5.01039,A7,7
RWS01_MONIBAS_0071hrl0300ra,52.6393,5.01722,A7,7
RWS01_MONIBAS_0071hrl0305ra,52.6416,5.02484,A7,7
RWS01_MONIBAS_0071hrl0312ra,52.6453,5.0321,A7,7
RWS01_MONIBAS_0071hrl0318ra,52.6504,5.03668,A7,7
RWS01_MONIBAS_0071hrl0325ra,52.656,5.03797,A7,7
RWS01_MONIBAS_0071hrl0329ra,52.6594,5.03717,A7,7
